"No.","Time","Source","Destination","Protocol","Length","Info"
"58","33.128314799","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"59","33.128317152","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"60","33.128319601","192.168.0.1","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1  "
"61","33.128322024","192.168.0.1","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1  "
"62","33.128324138","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"63","33.128328819","192.168.0.1","239.255.255.250","SSDP","303","NOTIFY * HTTP/1.1  "
"64","33.128331098","192.168.0.1","239.255.255.250","SSDP","312","NOTIFY * HTTP/1.1  "
"65","33.128333281","192.168.0.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1  "
"66","33.128335490","192.168.0.1","239.255.255.250","SSDP","377","NOTIFY * HTTP/1.1  "
"67","33.221463997","192.168.0.4","224.0.0.251","IGMPv2","60","Membership Report group 224.0.0.251"
"68","36.115300286","192.168.0.1","239.255.255.250","SSDP","307","NOTIFY * HTTP/1.1  "
"69","36.115736954","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"70","36.116328763","192.168.0.1","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1  "
"71","36.117161278","192.168.0.1","239.255.255.250","SSDP","371","NOTIFY * HTTP/1.1  "
"72","36.117446325","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"73","36.118287735","192.168.0.1","239.255.255.250","SSDP","355","NOTIFY * HTTP/1.1  "
"74","36.118614579","192.168.0.1","239.255.255.250","SSDP","387","NOTIFY * HTTP/1.1  "
"75","36.119240119","192.168.0.1","239.255.255.250","SSDP","316","NOTIFY * HTTP/1.1  "
"76","36.119761158","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"77","36.120469657","192.168.0.1","239.255.255.250","SSDP","381","NOTIFY * HTTP/1.1  "
"78","36.121037411","192.168.0.1","239.255.255.250","SSDP","369","NOTIFY * HTTP/1.1  "
"79","36.121585834","192.168.0.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"80","36.122143286","192.168.0.1","239.255.255.250","SSDP","303","NOTIFY * HTTP/1.1  "
"81","36.122772877","192.168.0.1","239.255.255.250","SSDP","312","NOTIFY * HTTP/1.1  "
"82","36.123321137","192.168.0.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1  "
"83","36.124121355","192.168.0.1","239.255.255.250","SSDP","377","NOTIFY * HTTP/1.1  "
"84","36.723564993","192.168.0.4","224.0.0.252","IGMPv2","60","Membership Report group 224.0.0.252"
"85","40.418406794","80:56:f2:25:a0:91","ff:ff:ff:ff:ff:ff","ARP","60","Who has 192.168.0.1? Tell 192.168.0.4"
"86","40.420443313","6c:72:20:70:01:f8","80:56:f2:25:a0:91","ARP","60","192.168.0.1 is at 6c:72:20:70:01:f8"
"87","50.536998036","80:56:f2:25:a0:91","ff:ff:ff:ff:ff:ff","ARP","60","Who has 192.168.0.1? Tell 192.168.0.4"
"88","50.538987622","6c:72:20:70:01:f8","80:56:f2:25:a0:91","ARP","60","192.168.0.1 is at 6c:72:20:70:01:f8"
"89","55.813523479","192.168.0.8","103.44.156.10","DNS","78","Standard query 0x0f6f A cdn.hackerrank.com"
"90","55.813634237","192.168.0.8","8.8.8.8","DNS","78","Standard query 0x0f6f A cdn.hackerrank.com"
"91","55.813691961","192.168.0.8","8.8.8.8","DNS","78","Standard query 0xd6f8 AAAA cdn.hackerrank.com"
"92","55.924545450","8.8.8.8","192.168.0.8","DNS","119","Standard query response 0x0f6f A cdn.hackerrank.com CNAME origin-cdn.hackerrank.com A 54.175.190.37"
"93","55.996702382","8.8.8.8","192.168.0.8","DNS","181","Standard query response 0xd6f8 AAAA cdn.hackerrank.com CNAME origin-cdn.hackerrank.com SOA ns-431.awsdns-53.com"
"94","55.997507288","192.168.0.8","54.175.190.37","TCP","74","35660  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=150664 TSecr=0 WS=128"
"95","56.003669771","54.175.190.37","192.168.0.8","TCP","60","80  >  35660 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1360"
"96","56.003735017","192.168.0.8","54.175.190.37","TCP","54","35660  >  80 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"97","56.004150675","192.168.0.8","54.175.190.37","HTTP","236","GET /hackerrank/static/contests/capture-the-flag/infinite/qds.html HTTP/1.1 "
"98","56.014551703","54.175.190.37","192.168.0.8","TCP","60","80  >  35660 [ACK] Seq=1 Ack=183 Win=21760 Len=0"
"99","56.134135021","103.44.156.10","192.168.0.8","DNS","256","Standard query response 0x0f6f A cdn.hackerrank.com CNAME origin-cdn.hackerrank.com A 54.175.190.37 NS ns-525.awsdns-01.net NS ns-1314.awsdns-36.org NS ns-431.awsdns-53.com NS ns-1691.awsdns-19.co.uk"
"100","56.499937331","54.175.190.37","192.168.0.8","HTTP","617","HTTP/1.1 200 OK  (text/html)"
"101","56.500025915","54.175.190.37","192.168.0.8","TCP","60","80  >  35660 [FIN, ACK] Seq=564 Ack=183 Win=21760 Len=0"
"102","56.501399743","192.168.0.8","54.175.190.37","TCP","54","35660  >  80 [ACK] Seq=183 Ack=564 Win=29839 Len=0"
"103","56.502788441","192.168.0.8","54.175.190.37","TCP","54","35660  >  80 [FIN, ACK] Seq=183 Ack=565 Win=29839 Len=0"
"104","56.543597684","54.175.190.37","192.168.0.8","TCP","60","80  >  35660 [ACK] Seq=565 Ack=184 Win=21760 Len=0"
"105","56.571325785","192.168.0.8","8.8.8.8","DNS","78","Standard query 0x9475 A cdn.hackerrank.com"
"106","56.571595389","192.168.0.8","8.8.8.8","DNS","78","Standard query 0xbede AAAA cdn.hackerrank.com"
"107","56.609464738","8.8.8.8","192.168.0.8","DNS","119","Standard query response 0x9475 A cdn.hackerrank.com CNAME origin-cdn.hackerrank.com A 54.175.190.37"
"108","56.610020542","8.8.8.8","192.168.0.8","DNS","181","Standard query response 0xbede AAAA cdn.hackerrank.com CNAME origin-cdn.hackerrank.com SOA ns-431.awsdns-53.com"
"109","56.610525498","192.168.0.8","54.175.190.37","TCP","74","35662  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=150817 TSecr=0 WS=128"
"110","56.628962987","54.175.190.37","192.168.0.8","TCP","60","80  >  35662 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1360"
"111","56.629083915","192.168.0.8","54.175.190.37","TCP","54","35662  >  80 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"112","56.629246304","192.168.0.8","54.175.190.37","HTTP","238","GET /hackerrank/static/contests/capture-the-flag/infinite/flhxd.html HTTP/1.1 "
"113","56.629929751","54.175.190.37","192.168.0.8","TCP","60","80  >  35662 [ACK] Seq=1 Ack=185 Win=21760 Len=0"
"114","57.122496328","54.175.190.37","192.168.0.8","HTTP","591","HTTP/1.1 200 OK  (text/html)"
"115","57.122609447","54.175.190.37","192.168.0.8","TCP","60","80  >  35662 [FIN, ACK] Seq=538 Ack=185 Win=21760 Len=0"
"116","57.122751590","192.168.0.8","54.175.190.37","TCP","54","35662  >  80 [ACK] Seq=185 Ack=538 Win=30072 Len=0"
"117","57.124393187","192.168.0.8","54.175.190.37","TCP","54","35662  >  80 [FIN, ACK] Seq=185 Ack=539 Win=30072 Len=0"
"118","57.129267084","54.175.190.37","192.168.0.8","TCP","60","80  >  35662 [ACK] Seq=539 Ack=186 Win=21760 Len=0"
"119","57.138665622","192.168.0.8","8.8.8.8","DNS","78","Standard query 0xb524 A cdn.hackerrank.com"
"120","57.138896672","192.168.0.8","8.8.8.8","DNS","78","Standard query 0x60dd AAAA cdn.hackerrank.com"
"121","57.194121866","8.8.8.8","192.168.0.8","DNS","119","Standard query response 0xb524 A cdn.hackerrank.com CNAME origin-cdn.hackerrank.com A 54.175.190.37"
"122","57.194201155","8.8.8.8","192.168.0.8","DNS","181","Standard query response 0x60dd AAAA cdn.hackerrank.com CNAME origin-cdn.hackerrank.com SOA ns-431.awsdns-53.com"
"123","57.195208254","192.168.0.8","54.175.190.37","TCP","74","35664  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=150963 TSecr=0 WS=128"
"124","57.200331176","54.175.190.37","192.168.0.8","TCP","60","80  >  35664 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1360"
"125","57.200441894","192.168.0.8","54.175.190.37","TCP","54","35664  >  80 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"126","57.200631883","192.168.0.8","54.175.190.37","HTTP","238","GET /hackerrank/static/contests/capture-the-flag/infinite/eesjd.html HTTP/1.1 "
"127","57.201055114","54.175.190.37","192.168.0.8","TCP","60","80  >  35664 [ACK] Seq=1 Ack=185 Win=21760 Len=0"
"128","57.705126539","54.175.190.37","192.168.0.8","HTTP","527","HTTP/1.1 200 OK  (text/html)"
"129","57.705318229","192.168.0.8","54.175.190.37","TCP","54","35664  >  80 [ACK] Seq=185 Ack=474 Win=30016 Len=0"
"130","57.705447387","54.175.190.37","192.168.0.8","TCP","60","80  >  35664 [FIN, ACK] Seq=474 Ack=185 Win=21760 Len=0"
"131","57.706438159","192.168.0.8","54.175.190.37","TCP","54","35664  >  80 [FIN, ACK] Seq=185 Ack=475 Win=30016 Len=0"
"132","57.713616139","54.175.190.37","192.168.0.8","TCP","60","80  >  35664 [ACK] Seq=475 Ack=186 Win=21760 Len=0"
"133","57.720743024","192.168.0.8","8.8.8.8","DNS","78","Standard query 0x0090 A cdn.hackerrank.com"
"134","57.721216673","192.168.0.8","8.8.8.8","DNS","78","Standard query 0x7626 AAAA cdn.hackerrank.com"
"135","57.758590645","8.8.8.8","192.168.0.8","DNS","119","Standard query response 0x0090 A cdn.hackerrank.com CNAME origin-cdn.hackerrank.com A 54.175.190.37"
"136","57.762106847","8.8.8.8","192.168.0.8","DNS","181","Standard query response 0x7626 AAAA cdn.hackerrank.com CNAME origin-cdn.hackerrank.com SOA ns-431.awsdns-53.com"
"137","57.762545528","192.168.0.8","54.175.190.37","TCP","74","35666  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=151105 TSecr=0 WS=128"
"138","57.766889615","54.175.190.37","192.168.0.8","TCP","60","80  >  35666 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1360"
"139","57.766995501","192.168.0.8","54.175.190.37","TCP","54","35666  >  80 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"140","57.767334710","192.168.0.8","54.175.190.37","HTTP","239","GET /hackerrank/static/contests/capture-the-flag/infinite/auspzk.html HTTP/1.1 "
"141","57.767596116","54.175.190.37","192.168.0.8","TCP","60","80  >  35666 [ACK] Seq=1 Ack=186 Win=21760 Len=0"
"142","58.261405020","54.175.190.37","192.168.0.8","HTTP","592","HTTP/1.1 200 OK  (text/html)"
"143","58.261530007","54.175.190.37","192.168.0.8","TCP","60","80  >  35666 [FIN, ACK] Seq=539 Ack=186 Win=21760 Len=0"
"144","58.261671310","192.168.0.8","54.175.190.37","TCP","54","35666  >  80 [ACK] Seq=186 Ack=539 Win=30128 Len=0"
"145","58.262717145","192.168.0.8","54.175.190.37","TCP","54","35666  >  80 [FIN, ACK] Seq=186 Ack=540 Win=30128 Len=0"
"146","58.268771123","54.175.190.37","192.168.0.8","TCP","60","80  >  35666 [ACK] Seq=540 Ack=187 Win=21760 Len=0"
"147","58.273761349","192.168.0.8","8.8.8.8","DNS","78","Standard query 0x3e1d A cdn.hackerrank.com"
"148","58.273986525","192.168.0.8","8.8.8.8","DNS","78","Standard query 0xb6bc AAAA cdn.hackerrank.com"
"149","58.311634616","8.8.8.8","192.168.0.8","DNS","119","Standard query response 0x3e1d A cdn.hackerrank.com CNAME origin-cdn.hackerrank.com A 54.175.190.37"
"150","58.311986828","8.8.8.8","192.168.0.8","DNS","181","Standard query response 0xb6bc AAAA cdn.hackerrank.com CNAME origin-cdn.hackerrank.com SOA ns-431.awsdns-53.com"
"151","58.312360712","192.168.0.8","54.175.190.37","TCP","74","35668  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=151242 TSecr=0 WS=128"
"152","58.317101259","54.175.190.37","192.168.0.8","TCP","60","80  >  35668 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1360"
"153","58.317164342","192.168.0.8","54.175.190.37","TCP","54","35668  >  80 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"154","58.317566842","192.168.0.8","54.175.190.37","HTTP","239","GET /hackerrank/static/contests/capture-the-flag/infinite/oipauj.html HTTP/1.1 "
"155","58.317969513","54.175.190.37","192.168.0.8","TCP","60","80  >  35668 [ACK] Seq=1 Ack=186 Win=21760 Len=0"
"156","58.846153425","54.175.190.37","192.168.0.8","HTTP","559","HTTP/1.1 200 OK  (text/html)"
"157","58.846364458","192.168.0.8","54.175.190.37","TCP","54","35668  >  80 [ACK] Seq=186 Ack=506 Win=30016 Len=0"
"158","58.846502231","54.175.190.37","192.168.0.8","TCP","60","80  >  35668 [FIN, ACK] Seq=506 Ack=186 Win=21760 Len=0"
"159","58.847476198","192.168.0.8","54.175.190.37","TCP","54","35668  >  80 [FIN, ACK] Seq=186 Ack=507 Win=30016 Len=0"
"160","58.852677933","54.175.190.37","192.168.0.8","TCP","60","80  >  35668 [ACK] Seq=507 Ack=187 Win=21760 Len=0"
"161","58.857875502","192.168.0.8","8.8.8.8","DNS","78","Standard query 0x95ba A cdn.hackerrank.com"
"162","58.857969577","192.168.0.8","8.8.8.8","DNS","78","Standard query 0x1665 AAAA cdn.hackerrank.com"
"163","58.895922614","8.8.8.8","192.168.0.8","DNS","119","Standard query response 0x95ba A cdn.hackerrank.com CNAME origin-cdn.hackerrank.com A 54.175.190.37"
"164","58.902166203","8.8.8.8","192.168.0.8","DNS","181","Standard query response 0x1665 AAAA cdn.hackerrank.com CNAME origin-cdn.hackerrank.com SOA ns-431.awsdns-53.com"
"165","58.902800803","192.168.0.8","54.175.190.37","TCP","74","35670  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=151390 TSecr=0 WS=128"
"166","58.907519122","54.175.190.37","192.168.0.8","TCP","60","80  >  35670 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1360"
"167","58.907669104","192.168.0.8","54.175.190.37","TCP","54","35670  >  80 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"168","58.907911751","192.168.0.8","54.175.190.37","HTTP","236","GET /hackerrank/static/contests/capture-the-flag/infinite/mcx.html HTTP/1.1 "
"169","58.908319818","54.175.190.37","192.168.0.8","TCP","60","80  >  35670 [ACK] Seq=1 Ack=183 Win=21760 Len=0"
"170","59.401998838","54.175.190.37","192.168.0.8","HTTP","560","HTTP/1.1 200 OK  (text/html)"
"171","59.402184940","192.168.0.8","54.175.190.37","TCP","54","35670  >  80 [ACK] Seq=183 Ack=507 Win=30016 Len=0"
"172","59.402332719","54.175.190.37","192.168.0.8","TCP","60","80  >  35670 [FIN, ACK] Seq=507 Ack=183 Win=21760 Len=0"
"173","59.403460857","192.168.0.8","54.175.190.37","TCP","54","35670  >  80 [FIN, ACK] Seq=183 Ack=508 Win=30016 Len=0"
"174","59.411861532","54.175.190.37","192.168.0.8","TCP","60","80  >  35670 [ACK] Seq=508 Ack=184 Win=21760 Len=0"
"175","59.414055987","192.168.0.8","8.8.8.8","DNS","78","Standard query 0xca63 A cdn.hackerrank.com"
"176","59.414150819","192.168.0.8","8.8.8.8","DNS","78","Standard query 0x22d0 AAAA cdn.hackerrank.com"
"177","59.453471827","8.8.8.8","192.168.0.8","DNS","119","Standard query response 0xca63 A cdn.hackerrank.com CNAME origin-cdn.hackerrank.com A 54.175.190.37"
"178","59.453878769","8.8.8.8","192.168.0.8","DNS","181","Standard query response 0x22d0 AAAA cdn.hackerrank.com CNAME origin-cdn.hackerrank.com SOA ns-431.awsdns-53.com"
"179","59.454632539","192.168.0.8","54.175.190.37","TCP","74","35672  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=151528 TSecr=0 WS=128"
"180","59.467338222","54.175.190.37","192.168.0.8","TCP","60","80  >  35672 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1360"
"181","59.467399384","192.168.0.8","54.175.190.37","TCP","54","35672  >  80 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"182","59.467976172","192.168.0.8","54.175.190.37","HTTP","236","GET /hackerrank/static/contests/capture-the-flag/infinite/tds.html HTTP/1.1 "
"183","59.469240914","54.175.190.37","192.168.0.8","TCP","60","80  >  35672 [ACK] Seq=1 Ack=183 Win=21760 Len=0"
"184","59.942289945","54.175.190.37","192.168.0.8","HTTP","650","HTTP/1.1 200 OK  (text/html)"
"185","59.942473862","192.168.0.8","54.175.190.37","TCP","54","35672  >  80 [ACK] Seq=183 Ack=597 Win=29800 Len=0"
"186","59.942615228","54.175.190.37","192.168.0.8","TCP","60","80  >  35672 [FIN, ACK] Seq=597 Ack=183 Win=21760 Len=0"
"187","59.943634474","192.168.0.8","54.175.190.37","TCP","54","35672  >  80 [FIN, ACK] Seq=183 Ack=598 Win=29800 Len=0"
"188","59.948708092","54.175.190.37","192.168.0.8","TCP","60","80  >  35672 [ACK] Seq=598 Ack=184 Win=21760 Len=0"
"189","59.958336157","192.168.0.8","8.8.8.8","DNS","78","Standard query 0x928c A cdn.hackerrank.com"
"190","59.958486984","192.168.0.8","8.8.8.8","DNS","78","Standard query 0xf9d0 AAAA cdn.hackerrank.com"
"191","60.008954479","8.8.8.8","192.168.0.8","DNS","119","Standard query response 0x928c A cdn.hackerrank.com CNAME origin-cdn.hackerrank.com A 54.175.190.37"
"192","60.019930142","8.8.8.8","192.168.0.8","DNS","181","Standard query response 0xf9d0 AAAA cdn.hackerrank.com CNAME origin-cdn.hackerrank.com SOA ns-431.awsdns-53.com"
"193","60.021252151","192.168.0.8","54.175.190.37","TCP","74","35674  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=151669 TSecr=0 WS=128"
"194","60.027931171","54.175.190.37","192.168.0.8","TCP","60","80  >  35674 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1360"
"195","60.028032600","192.168.0.8","54.175.190.37","TCP","54","35674  >  80 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"196","60.028847402","192.168.0.8","54.175.190.37","HTTP","238","GET /hackerrank/static/contests/capture-the-flag/infinite/cvehb.html HTTP/1.1 "
"197","60.030173528","54.175.190.37","192.168.0.8","TCP","60","80  >  35674 [ACK] Seq=1 Ack=185 Win=21760 Len=0"
"198","60.523652770","54.175.190.37","192.168.0.8","HTTP","523","HTTP/1.1 200 OK  (text/html)"
"199","60.523928655","54.175.190.37","192.168.0.8","TCP","60","80  >  35674 [FIN, ACK] Seq=470 Ack=185 Win=21760 Len=0"
"200","60.523971100","192.168.0.8","54.175.190.37","TCP","54","35674  >  80 [ACK] Seq=185 Ack=470 Win=30016 Len=0"
"201","60.525352769","192.168.0.8","54.175.190.37","TCP","54","35674  >  80 [FIN, ACK] Seq=185 Ack=471 Win=30016 Len=0"
"202","60.536456092","54.175.190.37","192.168.0.8","TCP","60","80  >  35674 [ACK] Seq=471 Ack=186 Win=21760 Len=0"
"203","60.541342191","192.168.0.8","8.8.8.8","DNS","78","Standard query 0x8a46 A cdn.hackerrank.com"
"204","60.541573502","192.168.0.8","8.8.8.8","DNS","78","Standard query 0x3a5f AAAA cdn.hackerrank.com"
"205","60.591168718","8.8.8.8","192.168.0.8","DNS","119","Standard query response 0x8a46 A cdn.hackerrank.com CNAME origin-cdn.hackerrank.com A 54.175.190.37"
"206","60.591200760","8.8.8.8","192.168.0.8","DNS","181","Standard query response 0x3a5f AAAA cdn.hackerrank.com CNAME origin-cdn.hackerrank.com SOA ns-431.awsdns-53.com"
"207","60.591991500","192.168.0.8","54.175.190.37","TCP","74","35676  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=151812 TSecr=0 WS=128"
"208","60.597209074","54.175.190.37","192.168.0.8","TCP","60","80  >  35676 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1360"
"209","60.597270391","192.168.0.8","54.175.190.37","TCP","54","35676  >  80 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"210","60.597805994","192.168.0.8","54.175.190.37","HTTP","237","GET /hackerrank/static/contests/capture-the-flag/infinite/sevt.html HTTP/1.1 "
"211","60.598227787","54.175.190.37","192.168.0.8","TCP","60","80  >  35676 [ACK] Seq=1 Ack=184 Win=21760 Len=0"
"212","60.724490718","80:56:f2:25:a0:91","ff:ff:ff:ff:ff:ff","ARP","60","Who has 192.168.0.1? Tell 192.168.0.4"
"213","60.727268160","6c:72:20:70:01:f8","80:56:f2:25:a0:91","ARP","60","192.168.0.1 is at 6c:72:20:70:01:f8"
"214","61.126683489","54.175.190.37","192.168.0.8","HTTP","584","HTTP/1.1 200 OK  (text/html)"
